track,frame_idx,instance.score,Base_NT.x,Base_NT.y,Base_NT.score,IN1_NT.x,IN1_NT.y,IN1_NT.score,IN2_NT.x,IN2_NT.y,IN2_NT.score,IN3_NT.x,IN3_NT.y,IN3_NT.score,L1.x,L1.y,L1.score,L2.x,L2.y,L2.score,L3.x,L3.y,L3.score
,1224,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3512.6914553525003,864.2180198698043,,2675.224265114358,505.88437418537524,,3153.9503519517693,459.7272531076635,
,1304,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3512.6914553525003,864.2180198698043,,2654.829727936816,532.1059219850717,,3133.5558147742267,485.94880090736,
,1384,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3501.0374341081915,864.2180198698043,,2651.9162226257386,546.6734485404584,,3118.9882882188394,485.94880090736,
,1464,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3501.0374341081915,864.2180198698043,,2657.743233247893,561.2409750958454,,3136.4693200853035,509.2568433959791,
,1545,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3503.9509394192683,887.5260623584231,,2625.6946748260416,584.5490175844643,,3151.036846640691,605.4025186615331,
,1625,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3512.6914553525003,890.4395676695003,,2634.4351907592754,616.5975760063156,,3162.6908678850014,634.5375717723068,
,1706,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3512.6914553525003,890.4395676695003,,2631.5216854481987,604.9435547620064,,3174.34488912931,634.5375717723068,
,1786,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3512.6914553525003,890.4395676695003,,2631.5216854481987,604.9435547620064,,3151.036846640691,634.5375717723068,
,1867,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3524.345476596811,884.6125570473455,,2631.5216854481987,604.9435547620064,,3151.036846640691,634.5375717723068,
,1947,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3524.345476596811,884.6125570473455,,2634.4351907592754,602.030049450929,,3165.604373196078,649.1050983276937,
,2028,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3524.345476596811,884.6125570473455,,2631.521685448197,564.1544804069233,,3153.9503519517693,634.5375717723068,
,2108,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3524.345476596811,884.6125570473455,,2631.521685448197,564.1544804069233,,3153.9503519517693,625.7970558390743,
,2189,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3524.345476596811,884.6125570473455,,2631.521685448197,564.1544804069233,,3153.9503519517693,625.7970558390743,
,2269,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3524.345476596811,884.6125570473455,,2634.4351907592736,555.4139644736908,,3151.0368466406926,622.8835505279967,
,2349,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3524.345476596811,884.6125570473455,,2634.4351907592736,549.5869538515362,,3151.0368466406926,622.8835505279967,
,2429,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3524.345476596811,884.6125570473455,,2634.4351907592736,549.5869538515362,,3142.2963307074606,567.5269496175265,
,2510,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3509.7779500414235,846.7369880033393,,2634.4351907592745,526.2789113629169,,3127.7288041520733,506.343338084901,
,2590,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3509.7779500414235,846.7369880033393,,2634.4351907592745,517.5383954296849,,3118.9882882188413,430.5921999968889,
,2671,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3509.7779500414235,864.2180198698038,,2634.4351907592736,508.79787949645265,,3153.950351951771,378.1491043974959,
,2751,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3503.9509394192683,843.8234826922621,,2646.089212003584,500.0573635632202,,3177.2583944403905,369.40858846426363,
,2831,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3503.9509394192683,843.8234826922621,,2646.089212003584,500.0573635632202,,3168.5178785071585,366.4950831531862,
,2912,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3503.9509394192683,843.8234826922621,,2637.348696070352,485.48983700783333,,3168.5178785071585,366.4950831531862,
,2993,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3509.7779500414235,852.5639986254942,,2637.348696070352,485.48983700783333,,3168.5178785071585,386.8896203307279,
,3074,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3509.7779500414235,852.5639986254942,,2637.348696070352,485.48983700783333,,3148.1233413296177,418.93817875257923,
,3154,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3492.2969181749595,835.0829667590301,,2640.262201381429,488.40334231891075,,3124.815298841,433.5057053079663,
,3235,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3492.2969181749595,835.0829667590301,,2654.829727936816,502.9708688742978,,3116.074782907768,442.24622124119855,
,3315,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3492.2969181749595,835.0829667590301,,2666.483749181125,526.2789113629169,,3118.988288218845,459.72725310766305,
,3395,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3492.2969181749595,835.0829667590301,,2651.9162226257386,540.8464379183038,,3142.2963307074624,509.25684339597865,
,3476,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3492.2969181749595,835.0829667590301,,2614.0406535817337,581.6355122733871,,3156.8638572628497,614.1430345947647,
,3557,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3492.2969181749595,835.0829667590301,,2608.2136429595803,593.2895335176968,,3165.6043731960835,614.1430345947645,
,3637,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3492.2969181749595,835.0829667590301,,2608.2136429595803,593.2895335176968,,3165.6043731960835,614.1430345947645,
,3717,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3506.864444730345,840.909977381185,,2611.127148270657,581.6355122733873,,3171.431383818237,640.364582394461,
,3797,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3506.864444730345,840.909977381185,,2599.4731270263474,590.3760282066191,,3171.431383818237,640.364582394461,
,3877,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3503.9509394192683,829.2559561368753,,2602.386632337425,584.5490175844641,,3171.431383818237,625.7970558390741,
,3958,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3515.604960663579,855.4775039365722,,2619.86766420389,572.8949963401542,,3171.431383818237,611.2295292836875,
,4039,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3113.920518010944,685.509621067878,,3518.5184659746556,867.1315251808819,,2634.4351907592763,569.981491029077,,3153.950351951771,599.5755080393783,
,4119,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3108.0935073887904,685.509621067878,,3518.5184659746556,867.1315251808819,,2634.4351907592754,555.4139644736902,,3153.950351951771,585.0079814839914,
,4199,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3108.0935073887904,685.509621067878,,3518.5184659746556,867.1315251808819,,2631.521685448198,549.5869538515356,,3153.950351951771,585.0079814839914,
,4280,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3108.0935073887904,685.509621067878,,3515.604960663579,849.6504933144174,,2640.26220138143,549.5869538515353,,3165.6043731960817,585.0079814839914,
,4360,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3108.0935073887904,685.509621067878,,3512.691455352502,829.2559561368757,,2619.867664203888,543.7599432293807,,3151.0368466406944,552.9594230621401,
,4441,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3108.0935073887904,685.509621067878,,3512.691455352502,829.2559561368757,,2619.867664203888,529.1924166739934,,3142.2963307074606,506.3433380849017,
,4521,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3106.793657853126,786.2401543354417,,3108.0935073887904,685.509621067878,,3503.95093941927,823.4289455147209,,2622.781169514965,511.71138480752893,,3156.863857262848,404.37065219719307,
,4601,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3503.95093941927,823.4289455147209,,2622.781169514965,511.71138480752893,,3162.690867885003,354.84106190887724,
,4682,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3501.0374341081933,811.7749242704112,,2622.781169514964,505.8843741853741,,3171.431383818235,316.96549286487107,
,4762,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3501.0374341081933,814.6884295814884,,2622.781169514965,500.05736356321927,,3165.6043731960817,325.7060087981033,
,4843,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3501.0374341081933,814.6884295814884,,2631.521685448197,500.05736356321927,,3165.6043731960817,325.7060087981033,
,4923,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3501.0374341081933,814.6884295814884,,2631.521685448197,500.05736356321927,,3156.8638572628515,322.7925034870259,
,5004,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3501.0374341081933,829.2559561368753,,2628.60818013712,508.7978794964515,,3168.5178785071603,346.100545975645,
,5085,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3501.0374341081933,829.2559561368753,,2628.60818013712,508.7978794964515,,3159.7773625739264,378.14910439749633,
,5166,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3501.0374341081933,829.2559561368753,,2628.60818013712,508.7978794964515,,3072.3722032416044,398.54364157503824,
,5245,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3509.7779500414254,867.1315251808815,,2631.521685448197,543.75994322938,,3133.5558147742304,497.60282215166944,
,5326,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3503.95093941927,840.909977381185,,2631.521685448197,561.2409750958445,,3159.7773625739264,494.6893168405918,
,5406,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3503.95093941927,840.909977381185,,2622.781169514965,564.1544804069217,,3142.2963307074624,491.77581152951416,
,5487,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3509.7779500414235,867.1315251808815,,2608.2136429595776,584.5490175844639,,3139.3828253963857,602.489013350455,
,5567,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3509.7779500414235,867.1315251808815,,2602.3866323374223,596.2030388287733,,3145.209836018541,628.7105611501518,
,5648,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3509.7779500414235,840.909977381185,,2602.3866323374223,596.2030388287733,,3142.296330707464,660.7591195720029,
,5728,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3509.7779500414235,840.909977381185,,2599.4731270263455,610.7705653841604,,3142.296330707464,660.7591195720029,
,5809,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3486.469907552804,840.909977381185,,2599.4731270263455,610.7705653841604,,3139.3828253963857,622.8835505279969,
,5889,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3486.469907552804,832.1694614479529,,2608.2136429595766,610.7705653841604,,3139.3828253963857,602.4890133504555,
,5970,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3480.6428969306507,811.7749242704112,,2605.300137648498,599.1165441398509,,3139.3828253963857,582.0944761729138,
,6051,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3480.6428969306507,811.7749242704112,,2605.300137648498,599.1165441398509,,3136.469320085307,538.3918965067528,
,6131,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3486.469907552806,823.4289455147209,,2605.300137648498,599.1165441398509,,3151.0368466406944,483.0352955962826,
,6212,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3486.469907552806,823.4289455147209,,2590.73261109311,593.2895335176963,,3133.5558147742304,465.55426372981833,
,6293,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3486.469907552806,823.4289455147209,,2590.73261109311,593.2895335176963,,3101.507256352379,407.2841575082705,
,6373,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3486.469907552806,823.4289455147209,,2605.300137648497,572.8949963401549,,3081.1127191748383,372.3220937753417,
,6454,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3483.5564022417275,817.6019348925661,,2605.300137648497,572.8949963401549,,3098.5937510413023,357.7545672199549,
,6534,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3483.5564022417275,811.7749242704112,,2599.4731270263437,561.2409750958454,,3101.507256352379,357.7545672199549,
,6615,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3483.5564022417275,811.7749242704112,,2599.4731270263437,561.2409750958454,,3101.507256352379,357.7545672199549,
,6695,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3486.469907552806,823.4289455147209,,2599.4731270263437,561.2409750958454,,3116.0747829077645,474.2947796630506,
,6775,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3486.469907552806,823.4289455147209,,2602.3866323374205,584.5490175844643,,3124.8152988409965,491.77581152951507,
,6856,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3486.469907552806,823.4289455147209,,2602.3866323374205,567.0679857180003,,3145.209836018539,453.9002424855089,
,6937,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3486.469907552806,823.4289455147209,,2602.3866323374205,567.0679857180003,,3145.209836018539,488.86230621843765,
,7017,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3486.469907552806,823.4289455147209,,2602.3866323374205,567.0679857180003,,3145.209836018539,509.25684339597933,
,7098,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3486.469907552806,823.4289455147209,,2602.3866323374195,552.5004591626134,,3133.5558147742304,491.77581152951507,
,7178,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3486.469907552806,823.4289455147209,,2602.3866323374195,552.5004591626134,,3133.5558147742304,491.77581152951507,
,7258,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3477.729391619574,817.6019348925661,,2602.3866323374205,569.9814910290777,,3121.90179352992,515.0838540181339,
,7339,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3477.729391619574,805.9479136482569,,2616.9541588928087,569.9814910290777,,3124.8152988409965,520.9108646402888,
,7420,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3483.5564022417293,826.3424508257986,,2605.300137648499,581.6355122733871,,3124.8152988409965,579.1809708618366,
,7501,,3102.770105573307,935.0635793958181,,3113.10184644748,879.4723242899181,,3112.6206684752815,760.0186065357452,,3108.0935073887904,685.509621067878,,3483.5564022417293,826.3424508257986,,2605.300137648499,581.6355122733871,,3110.2477722856092,558.7864336842952,
