track,frame_idx,instance.score,Base.x,Base.y,Base.score,Leaf_E1.x,Leaf_E1.y,Leaf_E1.score,Leaf_I2.x,Leaf_I2.y,Leaf_I2.score,Leaf_I3.x,Leaf_I3.y,Leaf_I3.score,Leaf_E4.x,Leaf_E4.y,Leaf_E4.score
1,1313,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,261.20262894242063,348.41086227337473,,350.8770050980886,404.9984593556493,
2,1313,,489.03989563466763,418.094674556213,,357.846475039569,406.51345924486884,,451.9452378888037,324.5624262267,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,1313,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,745.8150603740107,335.16597652255757,,838.3387236169763,328.7185545810669,,912.8651707785625,400.45408065742424,
4,1313,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,992.726302977562,323.0476333272915,,1082.2203804217108,348.4108622733744,,1112.8178335004554,386.8209445627498,
1,1394,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,261.20262894242063,348.41086227337473,,350.8770050980886,404.9984593556493,
2,1394,,489.03989563466763,418.094674556213,,357.846475039569,406.51345924486884,,447.4008591905789,326.0772191261083,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,1394,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,745.8150603740107,335.16597652255757,,838.3387236169763,328.7185545810669,,917.4095494767871,403.4836664562408,
4,1394,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,992.726302977562,323.0476333272915,,1082.2203804217108,348.4108622733744,,1112.8178335004554,386.8209445627498,
1,1474,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,268.77659343946203,348.41086227337473,,350.8770050980886,404.9984593556493,
2,1474,,489.03989563466763,418.094674556213,,354.8168892407524,412.572630842502,,442.8564804923542,329.10680492492486,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,1474,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,745.8150603740107,335.16597652255757,,838.3387236169763,328.7185545810669,,917.4095494767871,403.4836664562408,
4,1474,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,992.726302977562,323.0476333272915,,1082.2203804217108,348.4108622733744,,1112.8178335004554,386.8209445627498,
1,1556,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,261.2026289424206,348.41086227337473,,350.8770050980886,404.9984593556493,
2,1556,,489.03989563466763,418.094674556213,,369.9648182348353,388.33594445196945,,436.7973088947209,332.13639072374144,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,1556,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,742.785474575194,333.6511836231492,,853.4866526110588,337.8073119775166,,926.498306873237,404.99845935564906,
4,1556,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,992.726302977562,323.0476333272915,,1082.2203804217108,348.4108622733744,,1112.8178335004554,386.8209445627498,
1,1636,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,351.8286984160486,,256.65825024419576,348.41086227337473,,340.2734548022306,403.48366645624094,
2,1636,,489.03989563466763,418.094674556213,,369.9648182348353,388.33594445196945,,429.2233443976795,339.71035522078284,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,1636,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,742.785474575194,333.6511836231492,,879.2381319009999,318.11500428520895,,926.498306873237,404.99845935564906,
4,1636,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,985.1523384805209,324.5624262266998,,1077.676001723486,342.3516906757412,,1112.8178335004554,386.8209445627498,
1,1716,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,277.8653508359117,359.0144125692327,,340.2734548022306,403.48366645624094,
2,1716,,489.03989563466763,418.094674556213,,369.9648182348353,388.33594445196945,,418.6197941018215,345.769526818416,,547.4984869305862,357.49961966982414,,620.5101411927637,403.4836664562408,
3,1716,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,739.7558887763773,332.13639072374093,,889.8416821968576,316.60021138580066,,911.3503778791539,409.54283805387377,
4,1716,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,983.6375455811126,333.6511836231495,,1082.2203804217106,343.86648357514946,,1112.8178335004554,386.8209445627498,
1,1797,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,277.8653508359117,359.0144125692327,,340.2734548022306,403.48366645624094,
2,1797,,489.03989563466763,418.094674556213,,369.9648182348353,388.33594445196945,,414.0754154035968,351.8286984160492,,547.4984869305861,360.5292054686407,,620.5101411927637,403.4836664562408,
3,1797,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,733.6967171787442,332.13639072374093,,889.8416821968576,316.60021138580066,,911.3503778791539,409.54283805387377,
4,1797,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,983.6375455811126,333.6511836231495,,1082.2203804217106,343.86648357514946,,1112.8178335004554,386.8209445627498,
1,1878,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,277.8653508359117,359.0144125692327,,340.2734548022306,403.48366645624094,
2,1878,,489.03989563466763,418.094674556213,,366.93523243601874,398.93949474782744,,414.0754154035968,351.8286984160492,,547.4984869305861,360.5292054686407,,620.5101411927637,403.4836664562408,
3,1878,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,733.6967171787442,332.13639072374093,,889.8416821968576,316.60021138580066,,911.3503778791539,409.54283805387377,
4,1878,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,976.0635810840711,335.16597652255786,,1082.2203804217106,343.86648357514946,,1112.8178335004554,386.8209445627498,
1,1958,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,277.8653508359117,359.0144125692327,,340.2734548022306,403.48366645624094,
2,1958,,489.03989563466763,418.094674556213,,366.93523243601874,398.93949474782744,,414.0754154035968,351.8286984160492,,547.4984869305861,360.5292054686407,,620.5101411927637,403.4836664562408,
3,1958,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,733.6967171787442,332.13639072374093,,889.8416821968576,316.60021138580066,,911.3503778791539,409.54283805387377,
4,1958,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,976.0635810840711,335.16597652255786,,1083.735173321119,345.3812764745577,,1112.8178335004554,386.8209445627498,
1,2039,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,271.8061792382786,352.95524097159955,,340.2734548022306,403.48366645624094,
2,2039,,489.03989563466763,418.094674556213,,368.450025335427,391.36553025078604,,409.531036705372,366.976627410132,,547.4984869305861,360.5292054686407,,620.5101411927637,403.4836664562408,
3,2039,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,727.637545581111,344.2547339190071,,894.3860608950824,325.6889687822504,,911.3503778791539,409.54283805387377,
4,2039,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,971.519202385846,338.1955623213745,,1083.735173321119,345.3812764745577,,1112.8178335004554,386.8209445627498,
1,2119,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,267.26180054005374,351.4404480721912,,340.2734548022306,403.48366645624094,
2,2119,,489.03989563466763,418.094674556213,,365.4204395366104,392.8803231501943,,409.531036705372,366.976627410132,,547.4984869305861,360.5292054686407,,620.5101411927637,403.4836664562408,
3,2119,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,727.637545581111,344.2547339190071,,894.3860608950824,325.6889687822504,,911.3503778791539,409.54283805387377,
4,2119,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,971.519202385846,338.1955623213745,,1083.735173321119,345.3812764745577,,1112.8178335004554,386.8209445627498,
1,2199,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,259.6878360430124,346.8960693739664,,340.2734548022306,403.48366645624094,
2,2199,,489.03989563466763,418.094674556213,,365.4204395366104,392.8803231501943,,409.531036705372,366.976627410132,,547.4984869305861,360.5292054686407,,620.5101411927637,403.4836664562408,
3,2199,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,727.637545581111,344.2547339190071,,894.3860608950824,325.6889687822504,,911.3503778791539,409.54283805387377,
4,2199,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,971.519202385846,338.1955623213745,,1083.735173321119,345.3812764745577,,1112.8178335004554,386.8209445627498,
1,2280,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,259.6878360430124,346.8960693739664,,340.2734548022306,403.48366645624094,
2,2280,,489.03989563466763,418.094674556213,,365.4204395366104,392.8803231501943,,409.531036705372,366.976627410132,,547.4984869305861,360.5292054686407,,620.5101411927637,403.4836664562408,
3,2280,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,727.637545581111,344.2547339190071,,894.3860608950824,325.6889687822504,,911.3503778791539,409.54283805387377,
4,2280,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,974.5487881846623,338.1955623213745,,1083.735173321119,345.3812764745577,,1112.8178335004554,386.8209445627498,
1,2361,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,259.6878360430124,346.8960693739664,,340.2734548022306,403.48366645624094,
2,2361,,489.03989563466763,418.094674556213,,365.4204395366104,392.8803231501943,,409.531036705372,366.976627410132,,547.4984869305861,360.5292054686407,,620.5101411927637,403.4836664562408,
3,2361,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,727.637545581111,344.2547339190071,,894.3860608950824,325.6889687822504,,911.3503778791539,409.54283805387377,
4,2361,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,974.5487881846623,338.1955623213745,,1083.735173321119,345.3812764745577,,1112.8178335004554,386.8209445627498,
1,2441,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,259.6878360430124,346.8960693739664,,340.2734548022306,403.48366645624094,
2,2441,,489.03989563466763,418.094674556213,,365.4204395366104,392.8803231501943,,409.531036705372,366.976627410132,,547.4984869305861,360.5292054686407,,620.5101411927637,403.4836664562408,
3,2441,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,727.637545581111,344.2547339190071,,894.3860608950824,325.6889687822504,,911.3503778791539,409.54283805387377,
4,2441,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,974.5487881846623,338.1955623213745,,1083.735173321119,345.3812764745577,,1112.8178335004554,386.8209445627498,
1,2522,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,259.6878360430124,346.8960693739664,,340.2734548022306,403.48366645624094,
2,2522,,489.03989563466763,418.094674556213,,362.3908537377938,401.969080546644,,411.04582960478035,362.43224871190705,,547.4984869305861,360.5292054686407,,620.5101411927637,403.4836664562408,
3,2522,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,727.637545581111,344.2547339190071,,894.3860608950824,325.6889687822504,,924.9835139738288,400.454080657424,
4,2522,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,974.5487881846623,338.1955623213745,,1083.735173321119,345.3812764745577,,1112.8178335004554,386.8209445627498,
1,2602,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,259.6878360430124,346.8960693739664,,335.7290761040058,409.5428380538741,
2,2602,,489.03989563466763,418.094674556213,,362.3908537377938,401.969080546644,,417.1050012024133,351.82869841604906,,547.4984869305861,360.5292054686407,,620.5101411927637,403.4836664562408,
3,2602,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,735.2115100781525,344.2547339190071,,898.930439593307,331.7481403798835,,924.9835139738288,400.454080657424,
4,2602,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,974.548788184662,329.1068049249248,,1083.735173321119,345.3812764745577,,1112.8178335004554,386.8209445627498,
1,2683,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,259.6878360430124,346.8960693739664,,335.7290761040058,409.5428380538741,
2,2683,,489.03989563466763,418.094674556213,,362.3908537377938,401.969080546644,,418.6197941018215,351.82869841604906,,547.4984869305861,359.0144125692325,,620.5101411927637,403.4836664562408,
3,2683,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,736.7263029775609,341.2251481201905,,898.930439593307,331.7481403798835,,924.9835139738288,400.454080657424,
4,2683,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,974.548788184662,329.1068049249248,,1083.735173321119,345.3812764745577,,1112.8178335004554,386.8209445627498,
1,2763,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,259.6878360430124,346.8960693739664,,335.7290761040058,409.5428380538741,
2,2763,,489.03989563466763,418.094674556213,,360.87606083838557,404.9986663454606,,420.13458700122976,347.28431971782425,,547.4984869305861,359.0144125692325,,620.5101411927637,403.4836664562408,
3,2763,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,735.2115100781527,336.6807694219656,,898.930439593307,331.7481403798835,,924.9835139738288,400.454080657424,
4,2763,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,976.0635810840706,332.13639072374133,,1083.735173321119,345.3812764745577,,1112.8178335004554,386.8209445627498,
1,2844,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,259.6878360430124,346.8960693739664,,334.21428320459756,401.9688735568326,
2,2844,,489.03989563466763,418.094674556213,,360.87606083838557,404.9986663454606,,423.1641728000461,345.769526818416,,550.5280727294027,354.4700338710077,,631.1136914886216,395.9097019591993,
3,2844,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,744.3002674746024,332.13639072374076,,898.930439593307,331.7481403798835,,924.9835139738288,400.454080657424,
4,2844,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,976.0635810840706,332.13639072374133,,1083.735173321119,345.3812764745577,,1112.8178335004554,386.8209445627498,
1,2925,,243.64344593052556,409.00591715976327,,129.11274722891835,383.7915657537445,,174.73813729708803,353.34349131545684,,259.6878360430124,346.8960693739664,,334.21428320459756,401.9688735568326,
2,2925,,489.03989563466763,418.094674556213,,360.87606083838557,404.9986663454606,,423.16417280004623,341.2251481201912,,550.5280727294027,354.4700338710077,,620.5101411927635,392.88011616038284,
3,2925,,817.7499548062651,402.9467455621302,,678.982569714125,379.2471870555197,,744.3002674746024,332.13639072374076,,898.930439593307,331.7481403798835,,924.9835139738288,400.454080657424,
4,2925,,1022.2469962263835,401.431952662722,,910.745883323593,386.8211515525609,,976.0635810840706,332.13639072374133,,1083.735173321119,345.3812764745577,,1112.8178335004554,386.8209445627498,
